,5,15,25,35,45,55,65,75,85,95
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.004319886174493469,0.007157126839969505,0.009051173617805741,0.010565079286038358,0.01185887211241878,0.013004847023781343,0.01404290096134687,0.014997778534893239,0.01588606307124371,0.016719502188829456
10,0.008048126300768925,0.015322889434382187,0.01936063655839792,0.022585789274021276,0.025340720911051565,0.027780013946565377,0.029988941271192254,0.032020372864218195,0.03390973144276795,0.03568210459691047
15,0.010970563966927756,0.022101249277674345,0.030610732458582927,0.03584396580306788,0.04020180380270052,0.04405918547450206,0.04755141931850906,0.05076237506564604,0.053748232511489,0.05654877246039271
20,0.013762585700057669,0.02770152270034605,0.038351638167735194,0.04751706612514269,0.05576539607985357,0.061730068589656684,0.06660987046331278,0.07109584764289524,0.07526671221706231,0.07917819106174087
25,0.016482330901682555,0.03315116685257899,0.045880686928279124,0.05683263266087733,0.06668683412157704,0.07576890335255212,0.0842663601029119,0.09229951303842035,0.09836502627536135,0.10346546477825572
30,0.019157734952587855,0.0385077946753191,0.05327852315442201,0.06598363744056825,0.0774133966266609,0.08794623135031046,0.09780004906333317,0.10711463900104055,0.11598635559068773,0.12448512275446294
35,0.02180418863402761,0.04380329089859737,0.060589869420273716,0.07502596215530226,0.08801107746964754,0.09997589100629092,0.11116836398479257,0.12174755012083122,0.1318230737907982,0.14147448340951516
40,0.024430944049161525,0.04905690421428398,0.06784177664132054,0.08399344986406296,0.09851988102555849,0.11190360073057193,0.12442239653467245,0.13625443928234945,0.14752252089580392,0.15831573944669725
45,0.02704391382108782,0.05428098528434011,0.07505163348807499,0.0929078812715934,0.1089655760570635,0.12375883063287459,0.1375950995638524,0.15067156745836335,0.16312412187085393,0.1750513579265677
50,0.029647052376576898,0.05948382648369155,0.08223113550819047,0.10178392280010058,0.11936552916056511,0.1355614551833678,0.15070870868834355,0.1650234141367539,0.17865450322967688,0.19171003044560306
55,0.032243099328548526,0.06467119458084901,0.08938843012841247,0.11063180288215026,0.12973186189673303,0.1473253554850032,0.16377876255339746,0.1793270939330727,0.19413228816196207,0.2083118317181788
60,0.03483400668384488,0.06984721394889848,0.09652935426034609,0.11945885736097822,0.1400732749431486,0.1590605016175386,0.17681642772234674,0.1935949115458822,0.20957087126966079,0.22487120540514682
65,0.03742119734135777,0.07501490239835987,0.10365818604315497,0.1282704689283377,0.15039615762774744,0.17077421979876642,0.18982991397311336,0.20783591761508088,0.2249801087423705,0.24139878332945253
